,dates
14351,1918-04-18
14352,1918-04-19
14353,1918-04-20
14354,1918-04-21
14355,1918-04-22
14356,1918-04-23
14357,1918-04-24
14358,1918-04-25
14359,1918-04-26
14360,1918-04-27
14361,1918-04-28
14362,1918-04-29
14363,1918-04-30
14364,1918-05-01
14365,1918-05-02
14366,1918-05-03
14367,1918-05-04
14368,1918-05-05
14369,1918-05-06
14370,1918-05-07
14371,1918-05-08
14372,1918-05-09
14373,1918-05-10
14374,1918-05-11
14375,1918-05-12
14376,1918-05-13
14377,1918-05-14
14378,1918-05-15
14379,1918-05-16
14380,1918-05-17
14381,1918-05-18
14382,1918-05-19
14383,1918-05-20
14384,1918-05-21
14385,1918-05-22
14386,1918-05-23
14387,1918-05-24
14388,1918-05-25
14389,1918-05-26
14390,1918-05-27
14391,1918-05-28
14392,1918-05-29
14393,1918-05-30
14394,1918-05-31
14395,1918-06-01
14396,1918-06-02
14397,1918-06-03
14398,1918-06-04
14399,1918-06-05
14400,1918-06-06
14401,1918-06-07
14402,1918-06-08
14403,1918-06-09
14404,1918-06-10
14405,1918-06-11
14406,1918-06-12
14407,1918-06-13
14408,1918-06-14
14409,1918-06-15
14410,1918-06-16
14411,1918-06-17
14412,1918-06-18
14413,1918-06-19
14414,1918-06-20
14415,1918-06-21
14416,1918-06-22
14417,1918-06-23
14418,1918-06-24
14419,1918-06-25
14420,1918-06-26
14421,1918-06-27
14422,1918-06-28
14423,1918-06-29
14424,1918-06-30
14425,1918-07-01
14426,1918-07-02
14427,1918-07-03
14428,1918-07-04
14429,1918-07-05
14430,1918-07-06
14431,1918-07-07
14432,1918-07-08
14433,1918-07-09
14434,1918-07-10
14435,1918-07-11
14436,1918-07-12
14437,1918-07-13
14438,1918-07-14
14439,1918-07-15
14440,1918-07-16
14441,1918-07-17
14442,1918-07-18
14443,1918-07-19
14444,1918-07-20
14445,1918-07-21
14446,1918-07-22
14447,1918-07-23
14448,1918-07-24
14449,1918-07-25
14450,1918-07-26
14451,1918-07-27
14452,1918-07-28
14453,1918-07-29
14454,1918-07-30
14455,1918-07-31
14456,1918-08-01
14457,1918-08-02
14458,1918-08-03
14459,1918-08-04
14460,1918-08-05
14461,1918-08-06
14462,1918-08-07
14463,1918-08-08
14464,1918-08-09
14465,1918-08-10
14466,1918-08-11
14467,1918-08-12
14468,1918-08-13
14469,1918-08-14
14470,1918-08-15
14471,1918-08-16
14472,1918-08-17
14473,1918-08-18
14474,1918-08-19
14475,1918-08-20
14476,1918-08-21
14477,1918-08-22
14478,1918-08-23
14479,1918-08-24
14480,1918-08-25
14481,1918-08-26
14482,1918-08-27
14483,1918-08-28
14484,1918-08-29
14485,1918-08-30
14486,1918-08-31
14487,1918-09-01
14488,1918-09-02
14489,1918-09-03
14490,1918-09-04
14491,1918-09-05
14492,1918-09-06
14493,1918-09-07
14494,1918-09-08
14495,1918-09-09
14496,1918-09-10
14497,1918-09-11
14498,1918-09-12
14499,1918-09-13
14500,1918-09-14
14501,1918-09-15
14502,1918-09-16
14503,1918-09-17
14504,1918-09-18
14505,1918-09-19
14506,1918-09-20
14507,1918-09-21
14508,1918-09-22
14509,1918-09-23
14510,1918-09-24
14511,1918-09-25
14512,1918-09-26
14513,1918-09-27
14514,1918-09-28
14515,1918-09-29
14516,1918-09-30
14517,1918-10-01
14518,1918-10-02
14519,1918-10-03
14520,1918-10-04
14521,1918-10-05
14522,1918-10-06
14523,1918-10-07
14524,1918-10-08
14525,1918-10-09
14526,1918-10-10
14527,1918-10-11
14528,1918-10-12
14529,1918-10-13
14530,1918-10-14
14531,1918-10-15
14532,1918-10-16
14533,1918-10-17
14534,1918-10-18
14535,1918-10-19
14536,1918-10-20
14537,1918-10-21
14538,1918-10-22
14539,1918-10-23
14540,1918-10-24
14541,1918-10-25
14542,1918-10-26
14543,1918-10-27
14544,1918-10-28
14545,1918-10-29
14546,1918-10-30
14547,1918-10-31
14548,1918-11-01
14549,1918-11-02
14550,1918-11-03
14551,1918-11-04
14552,1918-11-05
14553,1918-11-06
14554,1918-11-07
14555,1918-11-08
14556,1918-11-09
14557,1918-11-10
14558,1918-11-11
14559,1918-11-12
14560,1918-11-13
14561,1918-11-14
14562,1918-11-15
14563,1918-11-16
14564,1918-11-17
14565,1918-11-18
14566,1918-11-19
14567,1918-11-20
14568,1918-11-21
14569,1918-11-22
14570,1918-11-23
14571,1918-11-24
14572,1918-11-25
14573,1918-11-26
14574,1918-11-27
14575,1918-11-28
14576,1918-11-29
14577,1918-11-30
14578,1918-12-01
14579,1918-12-02
14580,1918-12-03
14581,1918-12-04
14582,1918-12-05
14583,1918-12-06
14584,1918-12-07
14585,1918-12-08
14586,1918-12-09
14587,1918-12-10
14588,1918-12-11
14589,1918-12-12
14590,1918-12-13
14591,1918-12-14
14592,1918-12-15
14593,1918-12-16
14594,1918-12-17
14595,1918-12-18
14596,1918-12-19
14597,1918-12-20
14598,1918-12-21
14599,1918-12-22
14600,1918-12-23
14601,1918-12-24
14602,1918-12-25
14603,1918-12-26
14604,1918-12-27
14605,1918-12-28
14606,1918-12-29
14607,1918-12-30
14608,1918-12-31
14609,1919-01-01
14610,1919-01-02
14611,1919-01-03
14612,1919-01-04
14613,1919-01-05
14614,1919-01-06
14615,1919-01-07
14616,1919-01-08
14617,1919-01-09
14618,1919-01-10
14619,1919-01-11
14620,1919-01-12
14621,1919-01-13
14622,1919-01-14
14623,1919-01-15
14624,1919-01-16
14625,1919-01-17
14626,1919-01-18
14627,1919-01-19
14628,1919-01-20
14629,1919-01-21
14630,1919-01-22
14631,1919-01-23
14632,1919-01-24
14633,1919-01-25
14634,1919-01-26
14635,1919-01-27
14636,1919-01-28
14637,1919-01-29
14638,1919-01-30
14639,1919-01-31
14640,1919-02-01
14641,1919-02-02
14642,1919-02-03
14643,1919-02-04
14644,1919-02-05
14645,1919-02-06
14646,1919-02-07
14647,1919-02-08
14648,1919-02-09
14649,1919-02-10
14650,1919-02-11
14651,1919-02-12
14652,1919-02-13
14653,1919-02-14
14654,1919-02-15
14655,1919-02-16
14656,1919-02-17
14657,1919-02-18
14658,1919-02-19
14659,1919-02-20
14660,1919-02-21
14661,1919-02-22
14662,1919-02-23
14663,1919-02-24
14664,1919-02-25
14665,1919-02-26
14666,1919-02-27
14667,1919-02-28
14668,1919-03-01
14669,1919-03-02
14670,1919-03-03
14671,1919-03-04
14672,1919-03-05
14673,1919-03-06
14674,1919-03-07
14675,1919-03-08
14676,1919-03-09
14677,1919-03-10
14678,1919-03-11
14679,1919-03-12
14680,1919-03-13
14681,1919-03-14
14682,1919-03-15
14683,1919-03-16
14684,1919-03-17
14685,1919-03-18
14686,1919-03-19
14687,1919-03-20
14688,1919-03-21
14689,1919-03-22
14690,1919-03-23
14691,1919-03-24
14692,1919-03-25
14693,1919-03-26
14694,1919-03-27
14695,1919-03-28
14696,1919-03-29
14697,1919-03-30
14698,1919-03-31
14699,1919-04-01
14700,1919-04-02
14701,1919-04-03
14702,1919-04-04
14703,1919-04-05
14704,1919-04-06
14705,1919-04-07
14706,1919-04-08
14707,1919-04-09
14708,1919-04-10
14709,1919-04-11
14710,1919-04-12
14711,1919-04-13
14712,1919-04-14
14713,1919-04-15
14714,1919-04-16
14715,1919-04-17
14716,1919-04-18
14717,1919-04-19
14718,1919-04-20
14719,1919-04-21
14720,1919-04-22
14721,1919-04-23
14722,1919-04-24
14723,1919-04-25
14724,1919-04-26
14725,1919-04-27
14726,1919-04-28
14727,1919-04-29
14728,1919-04-30
14729,1919-05-01
14730,1919-05-02
14731,1919-05-03
14732,1919-05-04
14733,1919-05-05
14734,1919-05-06
14735,1919-05-07
14736,1919-05-08
14737,1919-05-09
14738,1919-05-10
14739,1919-05-11
14740,1919-05-12
14741,1919-05-13
14742,1919-05-14
14743,1919-05-15
14744,1919-05-16
14745,1919-05-17
14746,1919-05-18
14747,1919-05-19
14748,1919-05-20
14749,1919-05-21
14750,1919-05-22
14751,1919-05-23
14752,1919-05-24
14753,1919-05-25
14754,1919-05-26
14755,1919-05-27
14756,1919-05-28
14757,1919-05-29
14758,1919-05-30
14759,1919-05-31
14760,1919-06-01
14761,1919-06-02
14762,1919-06-03
14763,1919-06-04
14764,1919-06-05
14765,1919-06-06
14766,1919-06-07
14767,1919-06-08
14768,1919-06-09
14769,1919-06-10
14770,1919-06-11
14771,1919-06-12
14772,1919-06-13
14773,1919-06-14
14774,1919-06-15
14775,1919-06-16
14776,1919-06-17
14777,1919-06-18
14778,1919-06-19
14779,1919-06-20
14780,1919-06-21
14781,1919-06-22
14782,1919-06-23
14783,1919-06-24
14784,1919-06-25
14785,1919-06-26
14786,1919-06-27
14787,1919-06-28
14788,1919-06-29
14789,1919-06-30
14790,1919-07-01
14791,1919-07-02
14792,1919-07-03
14793,1919-07-04
14794,1919-07-05
14795,1919-07-06
14796,1919-07-07
14797,1919-07-08
14798,1919-07-09
14799,1919-07-10
14800,1919-07-11
14801,1919-07-12
14802,1919-07-13
14803,1919-07-14
14804,1919-07-15
14805,1919-07-16
14806,1919-07-17
14807,1919-07-18
14808,1919-07-19
14809,1919-07-20
14810,1919-07-21
14811,1919-07-22
14812,1919-07-23
14813,1919-07-24
14814,1919-07-25
14815,1919-07-26
14816,1919-07-27
14817,1919-07-28
14818,1919-07-29
14819,1919-07-30
14820,1919-07-31
14821,1919-08-01
14822,1919-08-02
14823,1919-08-03
14824,1919-08-04
14825,1919-08-05
14826,1919-08-06
14827,1919-08-07
14828,1919-08-08
14829,1919-08-09
14830,1919-08-10
14831,1919-08-11
14832,1919-08-12
14833,1919-08-13
14834,1919-08-14
14835,1919-08-15
14836,1919-08-16
14837,1919-08-17
14838,1919-08-18
14839,1919-08-19
14840,1919-08-20
14841,1919-08-21
14842,1919-08-22
14843,1919-08-23
14844,1919-08-24
14845,1919-08-25
14846,1919-08-26
14847,1919-08-27
14848,1919-08-28
14849,1919-08-29
14850,1919-08-30
14851,1919-08-31
14852,1919-09-01
14853,1919-09-02
14854,1919-09-03
14855,1919-09-04
14856,1919-09-05
14857,1919-09-06
14858,1919-09-07
14859,1919-09-08
14860,1919-09-09
14861,1919-09-10
14862,1919-09-11
14863,1919-09-12
14864,1919-09-13
14865,1919-09-14
14866,1919-09-15
14867,1919-09-16
14868,1919-09-17
14869,1919-09-18
14870,1919-09-19
14871,1919-09-20
14872,1919-09-21
14873,1919-09-22
14874,1919-09-23
14875,1919-09-24
14876,1919-09-25
14877,1919-09-26
14878,1919-09-27
14879,1919-09-28
14880,1919-09-29
14881,1919-09-30
14882,1919-10-01
14883,1919-10-02
14884,1919-10-03
14885,1919-10-04
14886,1919-10-05
14887,1919-10-06
14888,1919-10-07
14889,1919-10-08
14890,1919-10-09
14891,1919-10-10
14892,1919-10-11
14893,1919-10-12
14894,1919-10-13
14895,1919-10-14
14896,1919-10-15
14897,1919-10-16
14898,1919-10-17
14899,1919-10-18
14900,1919-10-19
14901,1919-10-20
14902,1919-10-21
14903,1919-10-22
14904,1919-10-23
14905,1919-10-24
14906,1919-10-25
14907,1919-10-26
14908,1919-10-27
14909,1919-10-28
14910,1919-10-29
14911,1919-10-30
14912,1919-10-31
14913,1919-11-01
14914,1919-11-02
14915,1919-11-03
14916,1919-11-04
14917,1919-11-05
14918,1919-11-06
14919,1919-11-07
14920,1919-11-08
14921,1919-11-09
14922,1919-11-10
14923,1919-11-11
14924,1919-11-12
14925,1919-11-13
14926,1919-11-14
14927,1919-11-15
14928,1919-11-16
14929,1919-11-17
14930,1919-11-18
14931,1919-11-19
14932,1919-11-20
14933,1919-11-21
14934,1919-11-22
14935,1919-11-23
14936,1919-11-24
14937,1919-11-25
14938,1919-11-26
14939,1919-11-27
14940,1919-11-28
14941,1919-11-29
14942,1919-11-30
14943,1919-12-01
14944,1919-12-02
14945,1919-12-03
14946,1919-12-04
14947,1919-12-05
14948,1919-12-06
14949,1919-12-07
14950,1919-12-08
14951,1919-12-09
14952,1919-12-10
14953,1919-12-11
14954,1919-12-12
14955,1919-12-13
14956,1919-12-14
14957,1919-12-15
14958,1919-12-16
14959,1919-12-17
14960,1919-12-18
14961,1919-12-19
14962,1919-12-20
14963,1919-12-21
14964,1919-12-22
14965,1919-12-23
14966,1919-12-24
14967,1919-12-25
14968,1919-12-26
14969,1919-12-27
14970,1919-12-28
14971,1919-12-29
14972,1919-12-30
14973,1919-12-31
14974,1920-01-01
14975,1920-01-02
14976,1920-01-03
14977,1920-01-04
14978,1920-01-05
14979,1920-01-06
14980,1920-01-07
14981,1920-01-08
14982,1920-01-09
14983,1920-01-10
14984,1920-01-11
14985,1920-01-12
14986,1920-01-13
14987,1920-01-14
14988,1920-01-15
14989,1920-01-16
14990,1920-01-17
14991,1920-01-18
14992,1920-01-19
14993,1920-01-20
14994,1920-01-21
14995,1920-01-22
14996,1920-01-23
14997,1920-01-24
14998,1920-01-25
14999,1920-01-26
15000,1920-01-27
15001,1920-01-28
15002,1920-01-29
15003,1920-01-30
15004,1920-01-31
15005,1920-02-01
15006,1920-02-02
15007,1920-02-03
15008,1920-02-04
15009,1920-02-05
15010,1920-02-06
15011,1920-02-07
15012,1920-02-08
15013,1920-02-09
15014,1920-02-10
15015,1920-02-11
15016,1920-02-12
15017,1920-02-13
15018,1920-02-14
15019,1920-02-15
15020,1920-02-16
15021,1920-02-17
15022,1920-02-18
15023,1920-02-19
15024,1920-02-20
15025,1920-02-21
15026,1920-02-22
15027,1920-02-23
15028,1920-02-24
15029,1920-02-25
15030,1920-02-26
15031,1920-02-27
15032,1920-02-28
15033,1920-02-29
15034,1920-03-01
15035,1920-03-02
15036,1920-03-03
15037,1920-03-04
15038,1920-03-05
15039,1920-03-06
15040,1920-03-07
15041,1920-03-08
15042,1920-03-09
15043,1920-03-10
15044,1920-03-11
15045,1920-03-12
15046,1920-03-13
15047,1920-03-14
15048,1920-03-15
15049,1920-03-16
15050,1920-03-17
15051,1920-03-18
15052,1920-03-19
15053,1920-03-20
15054,1920-03-21
15055,1920-03-22
15056,1920-03-23
15057,1920-03-24
15058,1920-03-25
15059,1920-03-26
15060,1920-03-27
15061,1920-03-28
15062,1920-03-29
15063,1920-03-30
15064,1920-03-31
15065,1920-04-01
15066,1920-04-02
15067,1920-04-03
15068,1920-04-04
15069,1920-04-05
15070,1920-04-06
15071,1920-04-07
15072,1920-04-08
15073,1920-04-09
15074,1920-04-10
15075,1920-04-11
15076,1920-04-12
15077,1920-04-13
15078,1920-04-14
15079,1920-04-15
15080,1920-04-16
15081,1920-04-17
15082,1920-04-18
15083,1920-04-19
15084,1920-04-20
15085,1920-04-21
15086,1920-04-22
15087,1920-04-23
15088,1920-04-24
15089,1920-04-25
15090,1920-04-26
15091,1920-04-27
15092,1920-04-28
15093,1920-04-29
15094,1920-04-30
15095,1920-05-01
15096,1920-05-02
15097,1920-05-03
15098,1920-05-04
15099,1920-05-05
15100,1920-05-06
15101,1920-05-07
15102,1920-05-08
15103,1920-05-09
15104,1920-05-10
15105,1920-05-11
15106,1920-05-12
15107,1920-05-13
15108,1920-05-14
15109,1920-05-15
15110,1920-05-16
15111,1920-05-17
15112,1920-05-18
15113,1920-05-19
15114,1920-05-20
15115,1920-05-21
15116,1920-05-22
15117,1920-05-23
15118,1920-05-24
15119,1920-05-25
15120,1920-05-26
15121,1920-05-27
15122,1920-05-28
15123,1920-05-29
15124,1920-05-30
15125,1920-05-31
15126,1920-06-01
15127,1920-06-02
15128,1920-06-03
15129,1920-06-04
15130,1920-06-05
15131,1920-06-06
15132,1920-06-07
15133,1920-06-08
15134,1920-06-09
15135,1920-06-10
15136,1920-06-11
15137,1920-06-12
15138,1920-06-13
15139,1920-06-14
15140,1920-06-15
15141,1920-06-16
15142,1920-06-17
15143,1920-06-18
15144,1920-06-19
15145,1920-06-20
15146,1920-06-21
15147,1920-06-22
15148,1920-06-23
15149,1920-06-24
15150,1920-06-25
15151,1920-06-26
15152,1920-06-27
15153,1920-06-28
15154,1920-06-29
15155,1920-06-30
15156,1920-07-01
15157,1920-07-02
15158,1920-07-03
15159,1920-07-04
15160,1920-07-05
15161,1920-07-06
15162,1920-07-07
15163,1920-07-08
15164,1920-07-09
15165,1920-07-10
15166,1920-07-11
15167,1920-07-12
15168,1920-07-13
15169,1920-07-14
15170,1920-07-15
15171,1920-07-16
15172,1920-07-17
15173,1920-07-18
15174,1920-07-19
15175,1920-07-20
15176,1920-07-21
15177,1920-07-22
15178,1920-07-23
15179,1920-07-24
15180,1920-07-25
15181,1920-07-26
15182,1920-07-27
15183,1920-07-28
15184,1920-07-29
15185,1920-07-30
15186,1920-07-31
15187,1920-08-01
15188,1920-08-02
15189,1920-08-03
15190,1920-08-04
15191,1920-08-05
15192,1920-08-06
15193,1920-08-07
15194,1920-08-08
15195,1920-08-09
15196,1920-08-10
15197,1920-08-11
15198,1920-08-12
15199,1920-08-13
15200,1920-08-14
15201,1920-08-15
15202,1920-08-16
15203,1920-08-17
15204,1920-08-18
15205,1920-08-19
15206,1920-08-20
15207,1920-08-21
15208,1920-08-22
15209,1920-08-23
15210,1920-08-24
15211,1920-08-25
15212,1920-08-26
15213,1920-08-27
15214,1920-08-28
15215,1920-08-29
15216,1920-08-30
15217,1920-08-31
15218,1920-09-01
15219,1920-09-02
15220,1920-09-03
15221,1920-09-04
15222,1920-09-05
15223,1920-09-06
15224,1920-09-07
15225,1920-09-08
15226,1920-09-09
15227,1920-09-10
15228,1920-09-11
15229,1920-09-12
15230,1920-09-13
15231,1920-09-14
15232,1920-09-15
15233,1920-09-16
15234,1920-09-17
15235,1920-09-18
15236,1920-09-19
15237,1920-09-20
15238,1920-09-21
15239,1920-09-22
15240,1920-09-23
15241,1920-09-24
15242,1920-09-25
15243,1920-09-26
15244,1920-09-27
15245,1920-09-28
15246,1920-09-29
15247,1920-09-30
15248,1920-10-01
15249,1920-10-02
15250,1920-10-03
15251,1920-10-04
15252,1920-10-05
15253,1920-10-06
15254,1920-10-07
15255,1920-10-08
15256,1920-10-09
15257,1920-10-10
15258,1920-10-11
15259,1920-10-12
15260,1920-10-13
15261,1920-10-14
15262,1920-10-15
15263,1920-10-16
15264,1920-10-17
15265,1920-10-18
15266,1920-10-19
15267,1920-10-20
15268,1920-10-21
15269,1920-10-22
15270,1920-10-23
15271,1920-10-24
15272,1920-10-25
15273,1920-10-26
15274,1920-10-27
15275,1920-10-28
15276,1920-10-29
15277,1920-10-30
15278,1920-10-31
15279,1920-11-01
15280,1920-11-02
15281,1920-11-03
15282,1920-11-04
15283,1920-11-05
15284,1920-11-06
15285,1920-11-07
15286,1920-11-08
15287,1920-11-09
15288,1920-11-10
15289,1920-11-11
15290,1920-11-12
15291,1920-11-13
15292,1920-11-14
15293,1920-11-15
15294,1920-11-16
15295,1920-11-17
15296,1920-11-18
15297,1920-11-19
15298,1920-11-20
15299,1920-11-21
15300,1920-11-22
15301,1920-11-23
15302,1920-11-24
15303,1920-11-25
15304,1920-11-26
15305,1920-11-27
15306,1920-11-28
15307,1920-11-29
15308,1920-11-30
15309,1920-12-01
15310,1920-12-02
15311,1920-12-03
15312,1920-12-04
15313,1920-12-05
15314,1920-12-06
15315,1920-12-07
15316,1920-12-08
15317,1920-12-09
15318,1920-12-10
15319,1920-12-11
15320,1920-12-12
15321,1920-12-13
15322,1920-12-14
15323,1920-12-15
15324,1920-12-16
15325,1920-12-17
15326,1920-12-18
15327,1920-12-19
15328,1920-12-20
15329,1920-12-21
15330,1920-12-22
15331,1920-12-23
15332,1920-12-24
15333,1920-12-25
15334,1920-12-26
15335,1920-12-27
15336,1920-12-28
15337,1920-12-29
15338,1920-12-30
15339,1920-12-31
15340,1921-01-01
15341,1921-01-02
15342,1921-01-03
15343,1921-01-04
15344,1921-01-05
15345,1921-01-06
15346,1921-01-07
15347,1921-01-08
15348,1921-01-09
15349,1921-01-10
15350,1921-01-11
15351,1921-01-12
15352,1921-01-13
15353,1921-01-14
15354,1921-01-15
15355,1921-01-16
15356,1921-01-17
15357,1921-01-18
15358,1921-01-19
15359,1921-01-20
15360,1921-01-21
15361,1921-01-22
15362,1921-01-23
15363,1921-01-24
15364,1921-01-25
15365,1921-01-26
15366,1921-01-27
15367,1921-01-28
15368,1921-01-29
15369,1921-01-30
15370,1921-01-31
15371,1921-02-01
15372,1921-02-02
15373,1921-02-03
15374,1921-02-04
15375,1921-02-05
15376,1921-02-06
15377,1921-02-07
15378,1921-02-08
15379,1921-02-09
15380,1921-02-10
15381,1921-02-11
15382,1921-02-12
15383,1921-02-13
15384,1921-02-14
15385,1921-02-15
15386,1921-02-16
15387,1921-02-17
15388,1921-02-18
15389,1921-02-19
15390,1921-02-20
15391,1921-02-21
15392,1921-02-22
15393,1921-02-23
15394,1921-02-24
15395,1921-02-25
15396,1921-02-26
15397,1921-02-27
15398,1921-02-28
15399,1921-03-01
15400,1921-03-02
15401,1921-03-03
15402,1921-03-04
15403,1921-03-05
15404,1921-03-06
15405,1921-03-07
15406,1921-03-08
15407,1921-03-09
15408,1921-03-10
15409,1921-03-11
15410,1921-03-12
15411,1921-03-13
15412,1921-03-14
15413,1921-03-15
15414,1921-03-16
15415,1921-03-17
15416,1921-03-18
15417,1921-03-19
15418,1921-03-20
15419,1921-03-21
15420,1921-03-22
15421,1921-03-23
15422,1921-03-24
15423,1921-03-25
15424,1921-03-26
15425,1921-03-27
15426,1921-03-28
15427,1921-03-29
15428,1921-03-30
15429,1921-03-31
15430,1921-04-01
15431,1921-04-02
15432,1921-04-03
15433,1921-04-04
15434,1921-04-05
15435,1921-04-06
15436,1921-04-07
15437,1921-04-08
15438,1921-04-09
15439,1921-04-10
15440,1921-04-11
15441,1921-04-12
15442,1921-04-13
15443,1921-04-14
15444,1921-04-15
15445,1921-04-16
15446,1921-04-17
15447,1921-04-18
15448,1921-04-19
15449,1921-04-20
15450,1921-04-21
15451,1921-04-22
15452,1921-04-23
15453,1921-04-24
15454,1921-04-25
15455,1921-04-26
15456,1921-04-27
15457,1921-04-28
15458,1921-04-29
15459,1921-04-30
15460,1921-05-01
15461,1921-05-02
15462,1921-05-03
15463,1921-05-04
15464,1921-05-05
15465,1921-05-06
15466,1921-05-07
15467,1921-05-08
15468,1921-05-09
15469,1921-05-10
15470,1921-05-11
15471,1921-05-12
15472,1921-05-13
15473,1921-05-14
15474,1921-05-15
15475,1921-05-16
15476,1921-05-17
15477,1921-05-18
15478,1921-05-19
15479,1921-05-20
15480,1921-05-21
15481,1921-05-22
15482,1921-05-23
15483,1921-05-24
15484,1921-05-25
15485,1921-05-26
15486,1921-05-27
15487,1921-05-28
15488,1921-05-29
15489,1921-05-30
15490,1921-05-31
15491,1921-06-01
15492,1921-06-02
15493,1921-06-03
15494,1921-06-04
15495,1921-06-05
15496,1921-06-06
15497,1921-06-07
15498,1921-06-08
15499,1921-06-09
15500,1921-06-10
15501,1921-06-11
15502,1921-06-12
15503,1921-06-13
15504,1921-06-14
15505,1921-06-15
15506,1921-06-16
15507,1921-06-17
15508,1921-06-18
15509,1921-06-19
15510,1921-06-20
15511,1921-06-21
15512,1921-06-22
15513,1921-06-23
15514,1921-06-24
15515,1921-06-25
15516,1921-06-26
15517,1921-06-27
15518,1921-06-28
15519,1921-06-29
15520,1921-06-30
15521,1921-07-01
15522,1921-07-02
15523,1921-07-03
15524,1921-07-04
15525,1921-07-05
15526,1921-07-06
15527,1921-07-07
15528,1921-07-08
15529,1921-07-09
15530,1921-07-10
15531,1921-07-11
15532,1921-07-12
15533,1921-07-13
15534,1921-07-14
15535,1921-07-15
15536,1921-07-16
15537,1921-07-17
15538,1921-07-18
15539,1921-07-19
15540,1921-07-20
15541,1921-07-21
15542,1921-07-22
15543,1921-07-23
15544,1921-07-24
15545,1921-07-25
15546,1921-07-26
15547,1921-07-27
15548,1921-07-28
15549,1921-07-29
15550,1921-07-30
15551,1921-07-31
15552,1921-08-01
15553,1921-08-02
15554,1921-08-03
15555,1921-08-04
15556,1921-08-05
15557,1921-08-06
15558,1921-08-07
15559,1921-08-08
15560,1921-08-09
15561,1921-08-10
15562,1921-08-11
15563,1921-08-12
15564,1921-08-13
15565,1921-08-14
15566,1921-08-15
15567,1921-08-16
15568,1921-08-17
15569,1921-08-18
15570,1921-08-19
15571,1921-08-20
15572,1921-08-21
15573,1921-08-22
15574,1921-08-23
15575,1921-08-24
15576,1921-08-25
15577,1921-08-26
15578,1921-08-27
15579,1921-08-28
15580,1921-08-29
15581,1921-08-30
15582,1921-08-31
15583,1921-09-01
15584,1921-09-02
15585,1921-09-03
15586,1921-09-04
15587,1921-09-05
15588,1921-09-06
15589,1921-09-07
15590,1921-09-08
15591,1921-09-09
15592,1921-09-10
15593,1921-09-11
15594,1921-09-12
15595,1921-09-13
15596,1921-09-14
15597,1921-09-15
15598,1921-09-16
15599,1921-09-17
15600,1921-09-18
15601,1921-09-19
15602,1921-09-20
15603,1921-09-21
15604,1921-09-22
15605,1921-09-23
15606,1921-09-24
15607,1921-09-25
15608,1921-09-26
15609,1921-09-27
15610,1921-09-28
15611,1921-09-29
15612,1921-09-30
15613,1921-10-01
15614,1921-10-02
15615,1921-10-03
15616,1921-10-04
15617,1921-10-05
15618,1921-10-06
15619,1921-10-07
15620,1921-10-08
15621,1921-10-09
15622,1921-10-10
15623,1921-10-11
15624,1921-10-12
15625,1921-10-13
15626,1921-10-14
15627,1921-10-15
15628,1921-10-16
15629,1921-10-17
15630,1921-10-18
15631,1921-10-19
15632,1921-10-20
15633,1921-10-21
15634,1921-10-22
15635,1921-10-23
15636,1921-10-24
15637,1921-10-25
15638,1921-10-26
15639,1921-10-27
15640,1921-10-28
15641,1921-10-29
15642,1921-10-30
15643,1921-10-31
15644,1921-11-01
15645,1921-11-02
15646,1921-11-03
15647,1921-11-04
15648,1921-11-05
15649,1921-11-06
15650,1921-11-07
15651,1921-11-08
15652,1921-11-09
15653,1921-11-10
15654,1921-11-11
15655,1921-11-12
15656,1921-11-13
15657,1921-11-14
15658,1921-11-15
15659,1921-11-16
15660,1921-11-17
15661,1921-11-18
15662,1921-11-19
15663,1921-11-20
15664,1921-11-21
15665,1921-11-22
15666,1921-11-23
15667,1921-11-24
15668,1921-11-25
15669,1921-11-26
15670,1921-11-27
15671,1921-11-28
15672,1921-11-29
15673,1921-11-30
15674,1921-12-01
15675,1921-12-02
15676,1921-12-03
15677,1921-12-04
15678,1921-12-05
15679,1921-12-06
15680,1921-12-07
15681,1921-12-08
15682,1921-12-09
15683,1921-12-10
15684,1921-12-11
15685,1921-12-12
15686,1921-12-13
15687,1921-12-14
15688,1921-12-15
15689,1921-12-16
15690,1921-12-17
15691,1921-12-18
15692,1921-12-19
15693,1921-12-20
15694,1921-12-21
15695,1921-12-22
15696,1921-12-23
15697,1921-12-24
15698,1921-12-25
15699,1921-12-26
15700,1921-12-27
15701,1921-12-28
15702,1921-12-29
15703,1921-12-30
15704,1921-12-31
15705,1922-01-01
15706,1922-01-02
15707,1922-01-03
15708,1922-01-04
15709,1922-01-05
15710,1922-01-06
15711,1922-01-07
15712,1922-01-08
15713,1922-01-09
15714,1922-01-10
15715,1922-01-11
15716,1922-01-12
15717,1922-01-13
15718,1922-01-14
15719,1922-01-15
15720,1922-01-16
15721,1922-01-17
15722,1922-01-18
15723,1922-01-19
15724,1922-01-20
15725,1922-01-21
15726,1922-01-22
15727,1922-01-23
15728,1922-01-24
15729,1922-01-25
15730,1922-01-26
15731,1922-01-27
15732,1922-01-28
15733,1922-01-29
15734,1922-01-30
15735,1922-01-31
15736,1922-02-01
15737,1922-02-02
15738,1922-02-03
15739,1922-02-04
15740,1922-02-05
15741,1922-02-06
15742,1922-02-07
15743,1922-02-08
15744,1922-02-09
15745,1922-02-10
15746,1922-02-11
15747,1922-02-12
15748,1922-02-13
15749,1922-02-14
